EmployeeID,Employee_Count,Job_Role,Department,Job_Level,Job_Involvement,Performance_Rating,Over_Time,Training_Times_Last_Year,Business_Travel,Standard_Hours,Environment_Satisfaction,Job_Satisfaction,Percent_Salary_Hike
846,1,"Sales Executive",Sales,2,3,4,Yes,2,Travel_Rarely,80,2,2,20
847,1,"Human Resources","Human Resources",1,3,3,No,1,Travel_Rarely,80,3,4,19
848,1,"Research Scientist","Research & Development",1,2,3,Yes,2,Travel_Frequently,80,3,3,14
850,1,"Research Scientist","Research & Development",1,3,3,No,6,Non-Travel,80,4,4,11
851,1,Manager,Sales,4,3,3,No,2,Travel_Rarely,80,1,3,14
852,1,"Healthcare Representative","Research & Development",2,3,3,No,2,Travel_Rarely,80,4,2,12
854,1,"Research Scientist","Research & Development",1,4,3,No,3,Travel_Rarely,80,1,1,13
855,1,"Sales Executive",Sales,2,4,4,No,5,Travel_Rarely,80,1,1,22
856,1,"Research Scientist","Research & Development",1,2,3,No,3,Travel_Rarely,80,3,1,11
857,1,"Sales Executive",Sales,2,3,3,Yes,1,Travel_Rarely,80,2,4,14
859,1,"Sales Executive",Sales,2,3,3,No,3,Travel_Rarely,80,2,4,11
861,1,"Research Scientist","Research & Development",1,2,3,No,3,Travel_Frequently,80,2,4,12
862,1,"Sales Executive",Sales,3,2,3,Yes,3,Travel_Rarely,80,1,4,18
864,1,"Sales Executive",Sales,3,3,3,Yes,2,Travel_Rarely,80,4,1,12
865,1,"Research Scientist","Research & Development",2,4,3,No,3,Travel_Rarely,80,3,3,12
867,1,"Manufacturing Director","Research & Development",4,2,4,No,3,Travel_Frequently,80,3,4,22
868,1,"Sales Executive",Sales,2,2,3,No,2,Travel_Rarely,80,4,3,19
869,1,"Human Resources","Human Resources",1,2,3,No,6,Travel_Rarely,80,2,4,13
872,1,"Manufacturing Director","Research & Development",2,2,4,No,2,Travel_Rarely,80,4,4,22
874,1,"Laboratory Technician","Research & Development",1,4,4,Yes,2,Travel_Rarely,80,1,4,24
875,1,"Research Scientist","Research & Development",1,3,3,Yes,2,Travel_Frequently,80,2,4,14
878,1,"Human Resources","Human Resources",1,2,4,No,3,Travel_Rarely,80,1,1,21
879,1,"Sales Executive",Sales,2,3,3,Yes,3,Travel_Rarely,80,3,1,18
880,1,"Manufacturing Director","Research & Development",3,2,4,Yes,2,Travel_Rarely,80,4,3,20
881,1,"Research Scientist","Research & Development",1,3,3,Yes,3,Travel_Frequently,80,4,2,19
882,1,"Laboratory Technician","Research & Development",1,3,3,No,2,Non-Travel,80,4,4,12
885,1,"Sales Executive",Sales,2,2,3,No,1,Travel_Rarely,80,3,1,12
887,1,"Research Scientist","Research & Development",1,3,3,No,2,Travel_Rarely,80,3,1,16
888,1,"Laboratory Technician","Research & Development",1,2,3,No,2,Non-Travel,80,1,4,17
889,1,"Sales Executive",Sales,2,3,3,No,3,Travel_Frequently,80,2,2,14
893,1,"Sales Representative",Sales,1,2,3,No,3,Travel_Rarely,80,2,2,19
894,1,"Laboratory Technician","Research & Development",2,4,3,Yes,1,Travel_Rarely,80,3,4,13
895,1,"Research Scientist","Research & Development",1,3,3,Yes,2,Travel_Rarely,80,4,4,19
896,1,"Sales Representative",Sales,1,2,3,Yes,3,Travel_Rarely,80,2,3,19
897,1,"Sales Executive",Sales,4,3,3,No,3,Travel_Rarely,80,1,4,14
899,1,"Manufacturing Director","Research & Development",3,2,3,No,2,Travel_Rarely,80,4,2,16
900,1,"Sales Representative",Sales,1,3,3,No,3,Travel_Frequently,80,3,4,15
901,1,"Research Director","Research & Development",4,3,3,No,0,Travel_Rarely,80,4,4,18
902,1,"Healthcare Representative","Research & Development",2,3,3,No,2,Travel_Frequently,80,4,4,13
903,1,"Sales Executive",Sales,2,3,4,Yes,2,Travel_Rarely,80,3,4,22
904,1,"Sales Executive",Sales,3,3,3,Yes,2,Non-Travel,80,1,2,13
905,1,Manager,"Research & Development",4,3,3,No,3,Non-Travel,80,1,1,11
909,1,"Human Resources","Human Resources",2,2,3,No,2,Travel_Rarely,80,4,4,11
910,1,"Human Resources","Human Resources",1,3,3,Yes,4,Travel_Rarely,80,4,2,11
911,1,"Laboratory Technician","Research & Development",1,3,4,Yes,2,Travel_Rarely,80,1,4,24
912,1,"Laboratory Technician","Research & Development",1,2,3,No,5,Travel_Rarely,80,1,4,14
913,1,"Research Scientist","Research & Development",1,3,3,Yes,0,Travel_Rarely,80,2,1,13
916,1,"Sales Executive",Sales,2,3,3,No,3,Travel_Rarely,80,1,4,14
918,1,"Laboratory Technician","Research & Development",1,2,3,Yes,3,Travel_Frequently,80,4,4,14
920,1,"Manufacturing Director","Research & Development",2,3,4,No,2,Travel_Rarely,80,1,2,21
922,1,"Sales Representative",Sales,1,2,3,No,3,Travel_Rarely,80,3,3,13
923,1,"Research Scientist","Research & Development",1,3,3,No,3,Travel_Rarely,80,4,4,19
924,1,"Healthcare Representative","Research & Development",2,3,3,Yes,2,Travel_Rarely,80,3,4,17
925,1,"Sales Representative",Sales,1,2,3,Yes,3,Travel_Rarely,80,4,4,18
926,1,"Manufacturing Director","Research & Development",2,3,3,Yes,3,Travel_Rarely,80,2,3,19
927,1,"Laboratory Technician","Research & Development",1,1,3,Yes,1,Travel_Rarely,80,2,4,13
930,1,"Research Scientist","Research & Development",1,3,3,No,2,Travel_Rarely,80,3,3,18
932,1,"Laboratory Technician","Research & Development",1,3,4,Yes,2,Travel_Rarely,80,4,1,21
933,1,"Research Scientist","Research & Development",1,3,3,No,2,Travel_Rarely,80,2,3,19
934,1,"Laboratory Technician","Research & Development",1,3,3,No,3,Travel_Rarely,80,2,2,14
936,1,"Sales Executive",Sales,2,2,3,No,6,Travel_Rarely,80,3,3,17
939,1,"Research Scientist","Research & Development",1,2,3,Yes,1,Travel_Rarely,80,3,1,11
940,1,"Healthcare Representative","Research & Development",3,2,3,Yes,3,Travel_Rarely,80,3,2,13
941,1,"Sales Representative",Sales,1,2,3,No,2,Travel_Rarely,80,2,3,15
942,1,"Healthcare Representative","Research & Development",2,3,4,Yes,2,Travel_Rarely,80,4,4,25
944,1,"Laboratory Technician","Research & Development",3,3,3,No,3,Travel_Rarely,80,1,2,11
945,1,"Research Scientist","Research & Development",1,3,3,No,2,Travel_Rarely,80,4,3,17
947,1,"Sales Executive",Sales,2,3,3,No,2,Non-Travel,80,4,3,13
949,1,"Research Scientist","Research & Development",1,3,3,No,6,Travel_Rarely,80,2,4,18
950,1,"Research Director","Research & Development",3,3,3,No,3,Travel_Rarely,80,4,1,13
951,1,"Laboratory Technician","Research & Development",1,2,4,No,3,Non-Travel,80,3,2,20
952,1,"Sales Representative",Sales,1,2,3,Yes,2,Travel_Rarely,80,3,2,18
954,1,"Sales Executive",Sales,3,2,3,No,2,Travel_Rarely,80,1,2,12
956,1,"Sales Executive",Sales,2,2,3,No,2,Travel_Frequently,80,3,1,12
957,1,"Laboratory Technician","Research & Development",1,3,3,Yes,3,Travel_Rarely,80,4,1,13
958,1,"Laboratory Technician","Research & Development",1,3,4,No,6,Travel_Rarely,80,3,3,21
959,1,"Sales Representative",Sales,1,2,3,Yes,3,Travel_Rarely,80,4,2,13
960,1,"Laboratory Technician","Research & Development",1,3,3,No,2,Travel_Rarely,80,1,1,19
961,1,"Healthcare Representative","Research & Development",2,3,3,Yes,2,Travel_Rarely,80,4,4,11
964,1,"Research Scientist","Research & Development",1,3,3,Yes,2,Travel_Frequently,80,4,2,14
966,1,"Manufacturing Director","Research & Development",2,3,3,No,2,Travel_Rarely,80,3,1,12
967,1,"Sales Executive",Sales,3,2,3,Yes,6,Travel_Rarely,80,3,4,11
969,1,"Healthcare Representative","Research & Development",2,2,3,No,3,Travel_Rarely,80,2,4,14
970,1,"Sales Executive",Sales,3,2,3,No,2,Travel_Rarely,80,1,3,11
972,1,"Laboratory Technician","Research & Development",2,3,3,No,5,Non-Travel,80,3,2,12
974,1,"Sales Representative",Sales,1,3,3,No,5,Travel_Frequently,80,3,4,15
975,1,"Sales Executive",Sales,2,3,3,No,3,Travel_Rarely,80,3,3,16
976,1,Manager,"Research & Development",4,3,3,No,2,Travel_Rarely,80,4,4,15
977,1,"Research Scientist","Research & Development",1,3,4,No,4,Travel_Rarely,80,4,3,24
981,1,Manager,Sales,4,3,3,No,3,Travel_Rarely,80,3,3,13
982,1,"Sales Executive",Sales,3,3,3,No,2,Travel_Rarely,80,3,3,11
983,1,"Sales Executive",Sales,2,3,3,Yes,1,Non-Travel,80,3,4,13
984,1,"Sales Executive",Sales,3,3,3,No,2,Travel_Rarely,80,4,4,13
985,1,"Sales Executive",Sales,3,4,3,No,3,Travel_Rarely,80,1,3,18
986,1,"Sales Executive",Sales,4,4,3,Yes,2,Non-Travel,80,2,2,16
987,1,"Manufacturing Director","Research & Development",2,4,3,Yes,3,Travel_Frequently,80,3,3,19
990,1,"Sales Executive",Sales,2,3,3,No,3,Non-Travel,80,1,4,13
991,1,"Research Scientist","Research & Development",1,2,4,Yes,0,Non-Travel,80,3,1,22
992,1,Manager,Sales,4,3,3,No,2,Non-Travel,80,4,3,11
994,1,"Research Scientist","Research & Development",1,2,4,Yes,5,Travel_Rarely,80,4,1,20
995,1,"Research Scientist","Research & Development",1,3,3,No,4,Travel_Rarely,80,2,4,18
996,1,"Laboratory Technician","Research & Development",1,3,3,No,2,Travel_Rarely,80,4,4,14
997,1,"Research Director","Research & Development",4,3,4,No,1,Travel_Rarely,80,4,4,22
998,1,"Healthcare Representative","Research & Development",2,4,3,Yes,2,Travel_Frequently,80,3,2,13
999,1,"Research Director","Research & Development",5,3,3,No,2,Travel_Frequently,80,1,3,17
1001,1,"Laboratory Technician","Research & Development",1,3,3,No,2,Travel_Rarely,80,3,2,14
1002,1,"Laboratory Technician","Research & Development",2,3,3,Yes,2,Non-Travel,80,4,1,15
1003,1,"Sales Executive",Sales,2,3,3,Yes,0,Travel_Rarely,80,4,4,17
1004,1,"Research Scientist","Research & Development",1,3,3,Yes,2,Travel_Rarely,80,1,3,11
1005,1,"Manufacturing Director","Research & Development",4,3,3,Yes,2,Travel_Rarely,80,4,3,18
1006,1,"Research Scientist","Research & Development",1,3,3,No,0,Travel_Frequently,80,3,3,17
1007,1,"Manufacturing Director","Research & Development",3,3,3,No,3,Travel_Rarely,80,4,3,13
1009,1,"Manufacturing Director","Research & Development",2,2,3,No,6,Travel_Rarely,80,4,3,15
1010,1,"Laboratory Technician","Research & Development",1,2,4,Yes,2,Travel_Rarely,80,3,2,24
1011,1,"Manufacturing Director","Research & Development",2,3,3,No,1,Travel_Frequently,80,3,1,12
1012,1,"Research Scientist","Research & Development",1,3,3,No,2,Non-Travel,80,2,4,15
1013,1,"Manufacturing Director","Research & Development",3,3,3,No,2,Travel_Rarely,80,3,3,11
1014,1,"Healthcare Representative","Research & Development",3,3,3,Yes,3,Travel_Rarely,80,3,3,11
1015,1,"Research Director","Research & Development",3,4,3,Yes,4,Travel_Rarely,80,2,1,12
1016,1,"Research Scientist","Research & Development",1,2,3,Yes,2,Travel_Rarely,80,4,1,15
1017,1,"Laboratory Technician","Research & Development",1,3,3,No,3,Travel_Frequently,80,2,2,17
1018,1,"Manufacturing Director","Research & Development",2,4,3,No,2,Travel_Rarely,80,4,4,12
1019,1,"Laboratory Technician","Research & Development",1,1,3,No,3,Travel_Rarely,80,2,1,15
1022,1,"Healthcare Representative","Research & Development",2,2,3,No,0,Travel_Rarely,80,1,3,13
1024,1,"Healthcare Representative","Research & Development",3,2,3,No,3,Travel_Rarely,80,3,3,14
1025,1,"Manufacturing Director","Research & Development",2,3,3,No,6,Travel_Rarely,80,4,3,14
1026,1,"Manufacturing Director","Research & Development",4,2,3,No,3,Travel_Rarely,80,4,4,16
1027,1,"Manufacturing Director","Research & Development",2,3,3,No,2,Travel_Rarely,80,1,4,18
1028,1,"Laboratory Technician","Research & Development",1,3,4,No,4,Travel_Rarely,80,2,4,20
1029,1,Manager,Sales,5,3,3,No,3,Travel_Rarely,80,4,3,13
1030,1,"Laboratory Technician","Research & Development",1,3,3,No,5,Travel_Rarely,80,1,4,18
1032,1,"Manufacturing Director","Research & Development",4,2,3,Yes,4,Travel_Rarely,80,3,4,13
1033,1,"Healthcare Representative","Research & Development",2,1,3,No,2,Travel_Rarely,80,1,2,15
1034,1,"Healthcare Representative","Research & Development",2,3,3,Yes,3,Travel_Frequently,80,3,2,14
1035,1,"Research Director","Research & Development",5,1,4,No,3,Non-Travel,80,2,3,22
1036,1,"Sales Executive",Sales,2,3,3,Yes,1,Travel_Rarely,80,2,4,12
1037,1,"Sales Executive",Sales,2,1,3,No,6,Non-Travel,80,2,1,18
1038,1,Manager,Sales,5,1,3,No,3,Travel_Rarely,80,1,4,15
1039,1,"Sales Executive",Sales,4,4,3,Yes,2,Travel_Rarely,80,4,4,18
1040,1,"Sales Executive",Sales,2,3,3,No,3,Non-Travel,80,4,3,12
1042,1,"Laboratory Technician","Research & Development",1,4,3,No,1,Travel_Rarely,80,3,1,16
1043,1,"Manufacturing Director","Research & Development",3,3,3,Yes,2,Travel_Frequently,80,4,1,13
1044,1,"Sales Representative",Sales,1,2,3,No,2,Non-Travel,80,2,4,19
1045,1,Manager,Sales,4,3,3,No,4,Travel_Rarely,80,4,4,13
1046,1,"Laboratory Technician","Research & Development",1,3,3,No,2,Non-Travel,80,4,3,12
1047,1,"Sales Executive",Sales,2,4,3,No,2,Travel_Rarely,80,2,4,11
1048,1,Manager,Sales,3,3,3,Yes,1,Travel_Rarely,80,2,4,14
1049,1,"Human Resources","Human Resources",1,3,3,No,3,Travel_Rarely,80,2,2,16
1050,1,"Sales Executive",Sales,3,2,3,No,2,Travel_Frequently,80,3,2,12
1052,1,"Laboratory Technician","Research & Development",2,3,3,No,3,Travel_Rarely,80,1,3,14
1053,1,"Research Scientist","Research & Development",1,3,3,Yes,2,Travel_Frequently,80,1,1,14
1055,1,"Sales Representative",Sales,1,3,3,Yes,2,Travel_Rarely,80,3,3,19
1056,1,"Sales Representative",Sales,1,3,4,No,5,Travel_Rarely,80,4,2,22
1060,1,"Research Scientist","Research & Development",1,3,3,No,2,Travel_Frequently,80,3,3,16
1061,1,"Research Director","Research & Development",5,3,3,Yes,2,Travel_Rarely,80,2,3,11
1062,1,"Healthcare Representative","Research & Development",2,3,3,No,3,Travel_Rarely,80,4,2,15
1066,1,"Sales Executive",Sales,2,3,3,No,3,Travel_Rarely,80,3,1,14
1068,1,"Research Scientist","Research & Development",1,2,3,No,5,Travel_Frequently,80,1,3,13
1069,1,"Research Director","Research & Development",5,3,3,No,0,Travel_Rarely,80,4,4,17
1070,1,"Sales Executive",Sales,3,2,3,No,4,Travel_Rarely,80,3,3,11
1071,1,"Research Scientist","Research & Development",1,3,3,No,4,Travel_Frequently,80,1,3,19
1073,1,"Manufacturing Director","Research & Development",3,2,3,No,2,Travel_Rarely,80,4,4,11
1074,1,Manager,"Research & Development",4,2,3,No,3,Non-Travel,80,3,1,15
1076,1,"Sales Executive",Sales,3,2,3,No,5,Travel_Rarely,80,3,4,13
1077,1,"Sales Representative",Sales,1,3,3,Yes,3,Travel_Frequently,80,4,4,14
1079,1,"Laboratory Technician","Research & Development",1,2,3,No,6,Travel_Rarely,80,3,1,13
1080,1,"Research Scientist","Research & Development",2,2,4,Yes,2,Travel_Rarely,80,4,1,23
1081,1,"Research Scientist","Research & Development",1,3,3,Yes,2,Travel_Rarely,80,1,3,12
1082,1,"Healthcare Representative","Research & Development",3,2,3,No,2,Non-Travel,80,2,1,12
1083,1,"Laboratory Technician","Research & Development",1,2,3,No,2,Travel_Rarely,80,1,1,16
1084,1,"Manufacturing Director","Research & Development",2,3,3,No,1,Travel_Rarely,80,3,1,15
1085,1,"Research Scientist","Research & Development",1,4,3,No,3,Travel_Rarely,80,2,3,13
1088,1,"Healthcare Representative","Research & Development",3,2,3,No,4,Travel_Rarely,80,3,3,18
1092,1,"Healthcare Representative","Research & Development",3,3,4,No,6,Travel_Rarely,80,1,4,20
1094,1,"Laboratory Technician","Research & Development",1,1,3,No,4,Non-Travel,80,1,3,19
1096,1,"Manufacturing Director","Research & Development",3,3,3,No,4,Travel_Frequently,80,4,2,18
1097,1,"Research Scientist","Research & Development",2,3,3,No,4,Travel_Rarely,80,3,3,13
1098,1,"Human Resources","Human Resources",3,2,3,No,1,Travel_Rarely,80,2,1,14
1099,1,"Healthcare Representative","Research & Development",3,2,3,No,2,Travel_Rarely,80,4,4,15
1100,1,"Sales Executive",Sales,3,3,4,Yes,2,Travel_Rarely,80,4,1,22
1101,1,"Research Scientist","Research & Development",2,2,4,No,4,Travel_Frequently,80,1,3,22
1102,1,"Laboratory Technician","Research & Development",1,3,3,No,5,Travel_Rarely,80,1,3,16
1103,1,"Healthcare Representative","Research & Development",2,3,3,No,1,Travel_Frequently,80,1,4,17
1105,1,"Sales Executive",Sales,2,2,3,Yes,5,Travel_Rarely,80,4,4,14
1106,1,"Laboratory Technician","Research & Development",1,3,3,Yes,3,Travel_Rarely,80,4,4,15
1107,1,"Laboratory Technician","Research & Development",1,3,4,No,0,Travel_Rarely,80,1,3,20
1108,1,"Research Scientist","Research & Development",1,2,4,Yes,0,Travel_Rarely,80,1,2,20
1109,1,Manager,"Research & Development",4,3,3,No,3,Travel_Rarely,80,4,1,17
1111,1,"Laboratory Technician","Research & Development",1,2,3,No,2,Travel_Frequently,80,1,2,15
1113,1,"Sales Executive",Sales,2,3,3,Yes,4,Travel_Frequently,80,4,3,14
1114,1,"Sales Executive",Sales,2,3,3,No,3,Travel_Frequently,80,4,2,17
1115,1,"Research Scientist","Research & Development",1,2,3,No,2,Non-Travel,80,3,4,17
1116,1,Manager,"Research & Development",4,4,4,No,3,Non-Travel,80,1,4,22
1117,1,"Sales Executive",Sales,2,2,3,No,2,Non-Travel,80,2,3,13
1118,1,"Healthcare Representative","Research & Development",3,3,3,No,4,Travel_Rarely,80,2,2,19
1119,1,"Sales Executive",Sales,3,2,3,Yes,2,Travel_Rarely,80,3,3,14
1120,1,"Research Scientist","Research & Development",1,3,4,No,1,Travel_Rarely,80,3,4,22
1121,1,"Manufacturing Director","Research & Development",3,3,3,No,3,Travel_Rarely,80,4,2,17
1124,1,Manager,Sales,4,3,3,No,3,Travel_Rarely,80,1,3,12
1125,1,"Sales Executive",Sales,3,3,3,No,2,Travel_Rarely,80,4,2,16
1126,1,"Manufacturing Director","Research & Development",3,3,3,No,1,Travel_Frequently,80,3,1,11
1127,1,"Healthcare Representative","Research & Development",4,3,3,No,4,Travel_Frequently,80,1,4,11
1128,1,"Research Director","Research & Development",5,2,3,No,2,Travel_Rarely,80,3,3,14
1131,1,"Research Scientist","Research & Development",1,2,3,Yes,6,Travel_Rarely,80,4,2,11
1132,1,"Laboratory Technician","Research & Development",2,3,3,No,2,Non-Travel,80,3,2,15
1133,1,"Manufacturing Director","Research & Development",2,3,4,No,0,Non-Travel,80,1,4,20
1135,1,"Sales Representative",Sales,1,4,3,No,4,Travel_Frequently,80,3,4,12
1136,1,"Research Scientist","Research & Development",1,2,3,No,2,Travel_Rarely,80,1,2,17
1137,1,"Sales Executive",Sales,2,3,3,No,3,Travel_Frequently,80,4,4,11
1138,1,"Sales Executive",Sales,4,2,3,No,3,Travel_Rarely,80,4,2,17
1140,1,"Manufacturing Director","Research & Development",2,3,3,No,3,Travel_Frequently,80,4,3,11
1143,1,"Research Scientist","Research & Development",1,3,3,No,2,Travel_Frequently,80,4,2,14
1148,1,"Laboratory Technician","Research & Development",2,1,3,No,3,Travel_Rarely,80,2,4,19
1150,1,"Manufacturing Director","Research & Development",2,2,3,Yes,2,Travel_Rarely,80,2,4,15
1152,1,"Human Resources","Human Resources",1,4,3,No,2,Travel_Rarely,80,3,3,13
1154,1,"Research Scientist","Research & Development",1,2,3,Yes,2,Travel_Frequently,80,3,3,14
1156,1,"Laboratory Technician","Research & Development",1,3,3,No,0,Non-Travel,80,3,3,12
1157,1,"Sales Executive",Sales,2,3,3,Yes,3,Travel_Rarely,80,1,1,17
1158,1,"Laboratory Technician","Research & Development",1,3,3,Yes,4,Travel_Rarely,80,2,4,11
1160,1,"Laboratory Technician","Research & Development",1,3,3,No,5,Travel_Frequently,80,3,3,12
1161,1,"Healthcare Representative","Research & Development",2,2,3,No,2,Travel_Rarely,80,3,4,13
1162,1,"Research Scientist","Research & Development",1,2,3,No,0,Travel_Rarely,80,4,3,13
1163,1,"Sales Executive",Sales,2,3,4,No,3,Travel_Rarely,80,2,3,20
1164,1,"Human Resources","Human Resources",1,3,3,No,2,Travel_Rarely,80,3,3,17
1165,1,"Sales Executive",Sales,3,2,3,No,3,Travel_Rarely,80,4,1,13
1166,1,"Research Director","Research & Development",3,3,3,No,3,Travel_Frequently,80,2,3,17
1167,1,"Sales Executive",Sales,4,3,3,Yes,2,Travel_Frequently,80,3,1,12
1171,1,"Sales Executive",Sales,2,3,3,No,3,Travel_Rarely,80,2,1,13
1172,1,"Laboratory Technician","Research & Development",1,2,3,No,2,Travel_Rarely,80,4,3,12
1173,1,"Laboratory Technician","Research & Development",1,3,4,No,2,Travel_Rarely,80,4,2,22
1175,1,"Laboratory Technician","Research & Development",1,3,3,Yes,4,Travel_Rarely,80,3,4,11
1177,1,"Laboratory Technician","Research & Development",1,4,4,No,2,Travel_Rarely,80,1,4,22
1179,1,"Sales Executive",Sales,2,2,3,No,3,Travel_Rarely,80,3,3,18
1180,1,"Research Scientist","Research & Development",2,2,3,Yes,3,Travel_Frequently,80,3,4,13
1182,1,"Manufacturing Director","Research & Development",3,2,3,No,2,Travel_Rarely,80,3,2,18
1184,1,"Healthcare Representative","Research & Development",2,2,4,No,3,Travel_Frequently,80,4,1,20
1185,1,"Laboratory Technician","Research & Development",1,2,3,No,2,Travel_Frequently,80,4,4,13
1188,1,"Sales Executive",Sales,2,1,3,No,2,Travel_Rarely,80,1,3,13
1190,1,"Sales Representative",Sales,1,3,3,No,3,Non-Travel,80,3,1,12
1191,1,Manager,"Research & Development",5,3,3,No,2,Travel_Rarely,80,4,1,13
1192,1,"Laboratory Technician","Research & Development",1,3,3,No,5,Travel_Rarely,80,2,4,13
1193,1,"Research Scientist","Research & Development",1,3,4,No,4,Travel_Rarely,80,3,1,25
1195,1,"Research Scientist","Research & Development",1,3,3,Yes,2,Travel_Rarely,80,1,3,19
1196,1,"Manufacturing Director","Research & Development",2,2,3,No,2,Travel_Rarely,80,4,4,13
1198,1,"Laboratory Technician","Research & Development",1,2,3,No,2,Travel_Rarely,80,1,3,12
1200,1,"Research Scientist","Research & Development",1,3,3,Yes,4,Travel_Rarely,80,3,3,11
1201,1,Manager,"Research & Development",5,3,3,No,6,Travel_Rarely,80,4,3,18
1202,1,"Research Scientist","Research & Development",1,1,3,Yes,2,Travel_Rarely,80,2,4,18
1203,1,"Research Scientist","Research & Development",1,2,3,Yes,5,Travel_Frequently,80,3,4,11
1204,1,Manager,Sales,4,3,4,No,2,Travel_Rarely,80,3,1,23
1206,1,"Research Scientist","Research & Development",1,1,3,No,3,Non-Travel,80,4,3,13
1207,1,"Human Resources","Human Resources",1,3,3,No,2,Travel_Rarely,80,2,3,13
1210,1,"Research Scientist","Research & Development",1,2,3,No,2,Non-Travel,80,1,1,17
1211,1,"Sales Executive",Sales,2,3,3,No,3,Travel_Rarely,80,3,1,19
1212,1,"Sales Executive",Sales,2,3,3,No,2,Travel_Frequently,80,2,2,12
1215,1,Manager,"Research & Development",4,3,4,No,3,Travel_Frequently,80,4,1,22
1216,1,"Laboratory Technician","Research & Development",1,2,3,No,2,Travel_Rarely,80,4,1,12
1217,1,"Research Director","Research & Development",5,3,3,No,2,Travel_Rarely,80,4,2,11
1218,1,"Sales Executive",Sales,2,3,3,Yes,2,Travel_Rarely,80,3,1,15
1219,1,"Laboratory Technician","Research & Development",1,3,3,No,3,Travel_Rarely,80,4,2,13
1220,1,"Sales Executive",Sales,2,3,3,No,3,Travel_Frequently,80,2,3,12
1221,1,"Laboratory Technician","Research & Development",1,1,3,No,4,Travel_Rarely,80,3,3,14
1224,1,"Laboratory Technician","Research & Development",2,3,3,No,4,Travel_Rarely,80,3,3,13
1225,1,"Research Scientist","Research & Development",2,3,4,No,3,Travel_Rarely,80,4,4,25
1226,1,"Sales Representative",Sales,1,4,3,No,2,Travel_Rarely,80,3,4,17
1228,1,"Manufacturing Director","Research & Development",2,3,3,No,3,Travel_Rarely,80,4,4,11
1231,1,"Human Resources","Human Resources",2,4,3,No,3,Non-Travel,80,4,1,16
1233,1,"Sales Executive",Sales,2,4,3,Yes,3,Travel_Rarely,80,2,4,18
1234,1,"Laboratory Technician","Research & Development",1,2,4,No,2,Travel_Frequently,80,3,2,20
1235,1,"Research Scientist","Research & Development",2,3,3,Yes,2,Travel_Frequently,80,4,3,14
1237,1,"Manufacturing Director","Research & Development",3,1,4,Yes,2,Travel_Rarely,80,3,1,21
1238,1,"Research Scientist","Research & Development",1,3,3,No,5,Travel_Rarely,80,1,4,13
1239,1,"Sales Executive",Sales,2,2,3,No,2,Travel_Rarely,80,2,2,12
1240,1,"Sales Executive",Sales,2,3,3,No,4,Travel_Rarely,80,3,4,14
1241,1,"Research Scientist","Research & Development",1,3,4,Yes,2,Travel_Rarely,80,4,2,21
1242,1,"Research Director","Research & Development",3,3,3,Yes,6,Travel_Frequently,80,1,1,17
1243,1,"Sales Executive",Sales,3,2,3,Yes,6,Non-Travel,80,3,4,11
1244,1,"Research Scientist","Research & Development",1,3,3,Yes,3,Travel_Rarely,80,1,1,14
1245,1,"Manufacturing Director","Research & Development",3,3,3,No,2,Travel_Frequently,80,4,3,17
1246,1,"Research Scientist","Research & Development",1,4,3,No,5,Travel_Rarely,80,1,4,13
1248,1,"Research Scientist","Research & Development",1,2,4,Yes,2,Non-Travel,80,1,2,25
1249,1,"Research Scientist","Research & Development",1,3,3,No,5,Travel_Rarely,80,1,4,15
1250,1,"Research Director","Research & Development",4,3,3,No,2,Travel_Rarely,80,4,4,14
1251,1,"Healthcare Representative","Research & Development",2,3,3,Yes,2,Travel_Rarely,80,3,1,12
1252,1,"Healthcare Representative","Research & Development",2,2,3,No,2,Travel_Rarely,80,3,1,19
1254,1,"Sales Executive",Sales,2,2,3,No,2,Travel_Rarely,80,3,4,17
1255,1,"Research Director","Research & Development",5,1,3,No,2,Travel_Rarely,80,3,4,14
1256,1,Manager,"Research & Development",5,2,3,No,2,Travel_Rarely,80,1,3,13
1257,1,"Research Scientist","Research & Development",1,3,3,No,2,Travel_Frequently,80,3,2,12
1258,1,"Laboratory Technician","Research & Development",1,4,3,No,4,Travel_Rarely,80,4,2,11
1259,1,"Research Scientist","Research & Development",1,3,3,No,2,Travel_Rarely,80,1,3,11
1260,1,"Healthcare Representative","Research & Development",2,3,3,Yes,2,Travel_Rarely,80,3,4,11
1263,1,"Research Director","Research & Development",5,2,3,No,3,Travel_Rarely,80,4,4,12
1264,1,"Research Director","Research & Development",4,2,3,No,2,Travel_Rarely,80,4,4,14
1265,1,"Research Scientist","Research & Development",1,4,3,No,5,Travel_Rarely,80,3,3,17
1267,1,Manager,Sales,5,3,3,No,5,Travel_Rarely,80,2,2,11
1268,1,"Sales Executive",Sales,3,4,3,Yes,3,Travel_Rarely,80,4,3,14
1269,1,"Research Scientist","Research & Development",1,4,3,Yes,2,Travel_Rarely,80,2,4,12
1270,1,"Research Scientist","Research & Development",1,3,4,No,2,Travel_Rarely,80,4,3,22
1273,1,"Sales Representative",Sales,1,1,3,Yes,4,Travel_Frequently,80,3,4,14
1275,1,"Research Scientist","Research & Development",1,3,4,Yes,2,Travel_Rarely,80,3,4,20
1277,1,Manager,Sales,5,1,3,Yes,2,Travel_Rarely,80,1,2,16
1278,1,"Healthcare Representative","Research & Development",4,2,3,Yes,3,Non-Travel,80,4,2,15
